Time	RF	BF	VM	EMG S	F-E
0.472	-0.0008	-0.003	-0.0046	0.003	2.4
0.473	-0.0008	-0.0038	-0.0008	0.0045	2.1
0.474	-0.0023	-0.0053	-0.0008	0.0097	2.2
0.475	-0.0046	-0.0053	-0.0008	0.0142	2.1
0.476	-0.006	-0.0038	-0.0008	0.0075	2.2
0.477	-0.0083	-0.0046	0.0015	0	2.2
0.478	-0.0091	-0.0008	0.0015	0.003	2.2
0.479	-0.0091	0.0015	-0.0008	-0.0038	2.2
0.48	-0.0098	-0.0015	-0.003	-0.0188	2.2
0.481	-0.0128	-0.0008	-0.0053	-0.0195	2.1
0.482	-0.0143	0.003	-0.0053	-0.0068	2.2
0.483	-0.0143	0.0045	-0.0038	0.009	2.1
0.484	-0.015	0.003	-0.0038	0.009	2.2
0.485	-0.0165	0.0015	-0.0038	0.0007	2.2
0.486	-0.0203	-0.0015	-0.0008	-0.006	2.2
0.487	-0.0203	-0.0046	0.0037	-0.0158	2.1
0.488	-0.0173	-0.0046	0.0052	-0.0203	2.2
0.489	-0.0135	-0.003	0.0037	-0.015	2.1
0.49	-0.012	-0.0008	0.0015	-0.0083	2.2
0.491	-0.0091	0.003	0.0015	-0.0113	2.1
0.492	-0.0105	0.0015	0.0015	-0.012	2.2
0.493	-0.0128	0.0007	-0.0008	-0.0008	2.2
0.494	-0.012	0.0022	-0.0015	0.0112	2
0.495	-0.0105	0.0045	-0.0008	0.0172	2.1
0.496	-0.0105	0.006	-0.0023	0.024	2.1
0.497	-0.0083	0.0105	-0.0023	0.0345	2.3
0.498	-0.0068	0.0142	0.0015	0.036	2.1
0.499	-0.006	0.0135	0.0007	0.0232	2.1
0.5	-0.0068	0.0052	-0.0015	0.006	2
0.501	-0.0083	-0.003	0.0007	-0.0008	2.2
0.502	-0.0053	-0.0046	0.0045	0.003	2
0.503	-0.003	-0.006	0.0052	0.0082	2
0.504	-0.0015	-0.012	0.003	-0.0015	2.1
0.505	0.0015	-0.0143	0.0015	-0.0158	1.8
0.506	0.0015	-0.012	0.0007	-0.0173	2.2
0.507	0.0037	-0.012	0.0007	-0.0218	1.9
0.508	0.0045	-0.0128	0.003	-0.0233	2.1
0.509	0.0045	-0.0053	0.0052	-0.0053	1.9
0.51	0.0075	-0.0008	0.003	0.0105	1.8
0.511	0.0075	0.003	0.0045	0.0225	1.9
0.512	0.0067	0.009	0.0082	0.0337	1.8
0.513	0.0067	0.0112	0.0037	0.0307	2
0.514	0.0045	0.0082	-0.0015	0.0202	2.1
0.515	0.003	0.003	-0.0038	0.0112	1.9
0.516	0.003	0	-0.0053	-0.0023	1.8
0.517	0.003	0.0015	-0.006	-0.0105	2.1
0.518	0.0045	0.0037	-0.0068	-0.0083	1.7
0.519	0.0052	0.0082	-0.0068	-0.0105	2
0.52	0.003	0.0075	-0.006	-0.0181	1.8
0.521	0.0022	0.0045	-0.006	-0.0195	1.8
0.522	0.0015	0.0022	-0.0068	-0.0158	1.8
0.523	-0.0008	0.0007	-0.0075	-0.0128	1.8
0.524	-0.0023	0	-0.0053	-0.0091	2.1
0.525	-0.0015	-0.0008	-0.0046	-0.0068	1.8
0.526	-0.0008	0	-0.0091	-0.003	1.8
0.527	-0.003	0.0015	-0.0105	0.0045	1.8
0.528	-0.0053	0.0045	-0.0091	0.0067	1.8
0.529	-0.006	0.0037	-0.0091	0.0015	1.8
0.53	-0.006	0.0007	-0.0068	-0.0068	1.8
0.531	-0.0068	-0.003	-0.0105	-0.0091	1.8
0.532	-0.0083	-0.0038	-0.012	-0.003	1.8
0.533	-0.0053	-0.0023	-0.0113	0.0082	1.8
0.534	-0.006	-0.0008	-0.0128	0.0195	1.5
0.535	-0.006	0.0022	-0.0135	0.0247	1.9
0.536	-0.0046	0.0007	-0.0113	0.0285	1.7
0.537	-0.0053	-0.0023	-0.0128	0.0262	1.7
0.538	-0.0038	-0.0046	-0.0128	0.021	1.8
0.539	-0.003	-0.006	-0.0091	0.0127	1.7
0.54	-0.003	0.0007	-0.006	0.0045	2
0.541	-0.0008	0.0082	-0.006	-0.0068	1.7
0.542	-0.0015	0.0052	-0.0053	-0.0173	1.8
0.543	-0.003	-0.0233	-0.0053	-0.0158	1.7
0.544	0.0007	-0.0338	-0.003	-0.0023	1.6
0.545	0.003	-0.0098	-0.0008	0.0082	1.8
0.546	0.003	-0.003	-0.0015	0.003	1.7
0.547	0.0045	-0.0008	0.0007	-0.0143	1.8
0.548	0.0015	-0.0015	0.0015	-0.0203	1.7
0.549	0.003	-0.003	0.0022	-0.0128	1.8
0.55	0.0045	-0.0015	0.0037	-0.0053	1.6
0.551	0.0052	-0.006	0.003	-0.0075	1.8
0.552	0.0045	-0.0008	0.0052	-0.0068	1.5
0.553	0.006	0.003	0.0052	-0.0015	1.7
0.554	0.0052	0.0082	0.0045	0.003	1.8
0.555	0.0045	0.0105	0.0015	0.012	1.5
0.556	0.0037	0.0105	-0.0015	0.018	1.7
0.557	0.0037	0.0075	-0.0023	0.0157	1.6
0.558	0.003	0.0082	-0.0038	0.009	1.8
0.559	0.0015	0.0105	-0.003	0.0075	1.7
0.56	0.0015	0.0142	-0.0023	0.0127	1.6
0.561	0.0007	0.0195	-0.0008	0.0142	1.7
0.562	-0.0008	0.0165	0.0007	0.0105	1.7
0.563	-0.0008	0.0165	-0.0008	0.0045	1.5
0.564	-0.0015	0.012	0	-0.003	1.6
0.565	-0.0023	0.0022	0.0015	-0.0083	1.8
0.566	-0.0015	-0.0098	0.003	-0.012	1.6
0.567	-0.0015	-0.0181	0.003	-0.0256	1.7
0.568	-0.0008	-0.0218	-0.0008	-0.0405	1.4
0.569	0	-0.0413	-0.0015	-0.0436	1.8
0.57	0	-0.057	0.0022	-0.0375	1.6
0.571	0.0007	-0.0413	0.003	-0.0195	1.6
0.572	0.0015	-0.0135	0.0037	0.0052	1.6
0.573	0.0022	-0.0023	0.003	0.018	1.4
0.574	0.0007	-0.0008	0.0015	0.0157	1.6
0.575	0.0015	-0.003	0.0007	0.0045	1.4
0.576	0.0015	-0.0046	0.0015	0.0015	1.5
0.577	0.0015	0.0007	0.0037	0.0135	1.5
0.578	-0.0008	0.0067	0.003	0.0217	1.4
0.579	-0.003	0.012	0.0052	0.024	1.7
0.58	-0.0008	0.0105	0.003	0.0187	1.5
0.581	-0.0008	0.0112	0.0007	0.0127	1.5
0.582	-0.0008	0.0127	-0.0015	0.0127	1.3
0.583	0	0.0097	-0.0023	0.0075	1.5
0.584	0.0007	0.0052	-0.0023	0.0007	1.3
0.585	0.0007	0.0015	-0.0038	-0.0046	1.6
0.586	0.0015	0.003	-0.0015	-0.0046	1.3
0.587	0.0015	0.0015	0.0007	-0.003	1.5
0.588	0.0022	0	0.0007	-0.0015	1.4
0.589	0.0022	0.0015	0.0022	-0.0015	1.3
0.59	0.003	0.0022	0.003	0.0007	1.4
0.591	0.0037	0.0015	0.0037	0.0045	1.5
0.592	0.0045	-0.0015	0.0052	0.003	1.3
0.593	0.0052	-0.0038	0.0067	0.0007	1.3
0.594	0.0045	-0.0053	0.0075	0.0015	1.2
0.595	0.0022	-0.0023	0.0082	0.003	1.3
0.596	-0.0008	-0.0008	0.0105	0.003	1.1
0.597	0.003	-0.003	0.0105	0.0015	1.2
0.598	0.0097	-0.003	0.009	0.0022	1.2
0.599	0.009	-0.0023	0.0112	0.0037	1.3
0.6	0.006	0.0007	0.0105	0.0067	1
0.601	-0.0008	0.0007	0.0105	0.0022	1.3
0.602	-0.0015	-0.0038	0.0127	-0.0075	1
0.603	-0.0015	-0.0068	0.012	-0.0128	1
0.604	0	-0.0053	0.0105	-0.0158	1.1
0.605	0.0015	-0.0038	0.009	-0.0135	0.9
0.606	0.0015	0	0.0075	-0.0046	1.3
0.607	0.0015	0.0037	0.006	-0.003	0.9
0.608	-0.0023	0.0015	0.0052	-0.0083	0.9
0.609	-0.003	0	0.003	-0.0083	0.9
0.61	-0.003	-0.0008	0.0052	-0.0023	0.9
0.611	0	0	0.0052	0.0052	1
0.612	0.0045	0.003	0.0052	0.0172	0.9
0.613	0.0037	0.006	0.0052	0.0247	0.8
0.614	0.0045	0.0067	0.003	0.024	0.9
0.615	0.0052	0.0067	0	0.0202	0.8
0.616	0.0045	0.0052	-0.0008	0.0165	0.7
0.617	0.0022	0.0045	0	0.0142	0.9
0.618	0	0.0052	-0.0023	0.006	0.7
0.619	0.0007	0.0022	-0.0046	-0.0015	0.7
0.62	0.0007	-0.0008	-0.0053	-0.0075	0.7
0.621	-0.0008	-0.006	-0.0046	-0.015	0.7
0.622	0.0015	-0.0083	-0.0023	-0.015	0.8
0.623	0.003	-0.006	-0.003	-0.0128	0.5
0.624	0.0007	-0.006	-0.0046	-0.0105	0.7
0.625	0.0007	-0.0068	-0.0053	-0.0053	0.5
0.626	0.0022	-0.006	-0.0053	-0.0046	0.7
0.627	0.0022	-0.0046	-0.003	-0.0053	0.5
0.628	0.003	-0.0046	-0.0023	-0.006	0.4
0.629	0.0007	0.0007	-0.003	-0.0015	0.5
0.63	-0.0046	0.0045	-0.0023	0.009	0.5
0.631	-0.0091	0.003	-0.0015	0.0142	0.4
0.632	-0.012	0.0037	-0.0046	0.0082	0.5
0.633	-0.012	0.0015	-0.0008	0.0075	0.5
0.634	-0.0128	0.0015	0.0007	0.0067	0.3
0.635	-0.0135	0.003	-0.003	0.0045	0.4
0.636	-0.0143	0.0037	0.0015	0.0045	0.3
0.637	-0.012	0.003	0.0045	0.0015	0.4
0.638	-0.0105	0.003	0.0067	0.0037	0.3
0.639	-0.0098	0.0045	0.0105	0.0015	0.1
0.64	-0.0083	0.0037	0.0105	0.0007	0.4
0.641	-0.0068	0.003	0.0105	0.0045	0.2
0.642	-0.0075	0.0007	0.009	0.0022	0.1
0.643	-0.0068	-0.0008	0.0067	0.0015	0.1
0.644	-0.0053	-0.0008	0.0045	-0.0023	0.1
0.645	-0.0053	-0.0053	0.003	-0.0068	0
0.646	-0.0038	-0.0075	0.0045	-0.0091	0
0.647	-0.003	-0.0083	0.0007	-0.0083	-0.1
0.648	-0.0023	-0.006	-0.0046	-0.0068	0
0.649	-0.0015	-0.0015	-0.0053	-0.0083	-0.1
0.65	-0.0015	-0.0015	-0.006	-0.0083	-0.2
0.651	-0.0015	-0.0015	-0.0046	-0.0053	0
0.652	0.0015	0.0007	-0.0038	0.0022	-0.3
0.653	0.003	0.0007	-0.003	0.0067	-0.1
0.654	0.0015	0	-0.003	0.0082	-0.3
0.655	0.0015	0.0015	-0.003	0.006	-0.4
0.656	0.0015	0.003	-0.003	0.0007	-0.2
0.657	0.0007	0	-0.003	0.003	-0.5
0.658	0	-0.0008	-0.0038	0.003	-0.3
0.659	-0.0008	-0.003	-0.0068	-0.0008	-0.5
0.66	-0.0015	-0.0046	-0.0068	-0.0015	-0.4
0.661	-0.0008	-0.0046	-0.0075	-0.0046	-0.6
0.662	-0.0008	-0.003	-0.0098	-0.0023	-0.6
0.663	0.0015	-0.003	-0.0083	-0.0008	-0.6
0.664	0.003	-0.0038	-0.0053	-0.0008	-0.5
0.665	0.0015	-0.003	-0.003	0.0015	-0.6
0.666	0.0015	-0.0038	-0.003	-0.0008	-0.6
0.667	0.0037	-0.0053	-0.0015	0	-0.6
0.668	0.0015	-0.0038	0.0015	-0.0008	-0.9
0.669	0.0007	-0.0023	0.0067	-0.0008	-0.6
0.67	0.0007	-0.0023	0.0105	0	-0.9
0.671	0	0	0.0097	0.0007	-0.7
0.672	0.0015	-0.0008	0.012	0.0015	-0.7
0.673	0.0015	-0.0015	0.0105	0	-1
0.674	0.003	-0.0008	0.009	0.0022	-0.8
0.675	0.003	-0.0023	0.0082	0.003	-0.8
0.676	0.0022	-0.003	0.0045	0.0007	-0.9
0.677	0.003	-0.0023	0.0045	0.0007	-1
0.678	0.0015	-0.0023	0.0015	-0.0015	-1.1
0.679	0.0015	-0.0046	0.0007	-0.0046	-1.1
0.68	0.003	-0.0046	0.0022	-0.0053	-1
0.681	0.0022	-0.0008	-0.0015	-0.0038	-1.3
0.682	0.0022	0.0015	-0.0015	-0.0015	-1
0.683	0.003	0.003	-0.0023	0.0007	-1.2
0.684	0.003	0.003	-0.0053	0.0045	-1.4
0.685	0.003	0.0037	-0.0046	0.009	-1.2
0.686	0.0052	0.0052	-0.003	0.009	-1.4
0.687	0.0082	0.0045	-0.0053	0.0052	-1.3
0.688	0.0127	0.0015	-0.0068	0.003	-1.4
0.689	0.0135	-0.0068	-0.0098	0.0007	-1.4
0.69	0.0142	-0.0181	-0.0098	-0.0053	-1.5
0.691	0.0157	-0.0143	-0.0083	-0.0015	-1.5
0.692	0.0142	-0.0046	-0.0091	0.006	-1.6
0.693	0.012	-0.0015	-0.0075	0.009	-1.6
0.694	0.0105	0.0007	-0.0075	0.0067	-1.7
0.695	0.0082	-0.0023	-0.0068	0.0015	-1.7
0.696	0.006	-0.0053	-0.0075	-0.003	-1.6
0.697	0.0052	-0.0046	-0.0075	-0.0008	-1.6
0.698	0.003	0.0007	-0.0068	0.0007	-1.6
0.699	0.003	0.0052	-0.0068	0.0007	-1.8
0.7	0.0015	0.0052	-0.0053	0.0007	-1.7
0.701	0.0007	0.0045	-0.0068	0	-1.8
0.702	0	0.003	-0.0068	0.0007	-1.9
0.703	-0.0015	0.0045	-0.0068	0.003	-1.9
0.704	-0.0008	0.0052	-0.006	0.0052	-1.9
0.705	-0.0023	0.003	-0.0046	0.0052	-2.1
0.706	-0.003	0.0015	-0.003	0.0075	-2
0.707	-0.0015	0.003	-0.0015	0.0112	-2.1
0.708	-0.0008	0.0015	-0.0008	0.0165	-2.1
0.709	-0.0023	-0.0008	0.0007	0.0142	-2.2
0.71	-0.0046	-0.0038	-0.003	0.006	-2.3
0.711	-0.0068	-0.0075	-0.0068	-0.0023	-2.3
0.712	-0.0105	-0.012	-0.0075	-0.0135	-2.5
0.713	-0.0143	-0.0143	-0.0105	-0.0195	-2.5
0.714	-0.015	-0.0105	-0.0128	-0.0128	-2.5
0.715	-0.0181	-0.0046	-0.0128	-0.0068	-2.6
0.716	-0.0181	0.0015	-0.0098	-0.0083	-2.7
0.717	-0.0158	0.0112	-0.0053	-0.0128	-2.6
0.718	-0.012	0.009	-0.0008	-0.0113	-2.9
0.719	-0.0083	0.0232	0.003	-0.0053	-2.7
0.72	-0.006	0.0352	0.006	-0.0008	-2.8
0.721	-0.003	0.021	0.0075	0.0067	-2.9
0.722	-0.0015	0.0127	0.0082	0.0142	-3
0.723	-0.0008	-0.0053	0.0067	0.0165	-3.2
0.724	-0.0008	-0.0113	0.003	0.0127	-3.2
0.725	-0.0015	-0.0068	0.0007	0.003	-3.3
0.726	-0.0008	-0.0233	0	-0.0075	-3.5
0.727	-0.0015	-0.0353	0.0007	-0.0083	-3.2
0.728	-0.0008	-0.021	0.0007	0.0015	-3.5
0.729	0.0007	0.0067	0.0015	0.0067	-3.5
0.73	-0.0008	0.0037	0.0007	0.0015	-3.6
0.731	0.0007	0.003	0.0022	-0.0023	-3.6
0.732	0.003	-0.0068	0.0015	-0.0046	-3.9
0.733	0.003	-0.0233	0.003	0	-3.9
0.734	0.0022	-0.0143	0.0052	0.0045	-4
0.735	0.0045	-0.0105	0.0067	0.0037	-3.9
0.736	0.006	-0.0075	0.0067	0.0075	-4.2
0.737	0.0075	0.0007	0.0082	0.0105	-4
0.738	0.0067	0.0067	0.0067	0.0142	-4.3
0.739	0.0067	0.0015	0.0045	0.0105	-4.3
0.74	0.006	-0.0015	0.0045	0.0037	-4.4
0.741	0.0067	-0.0008	0.003	-0.0015	-4.4
0.742	0.0082	0.0015	0.0007	-0.0068	-4.6
0.743	0.0015	0.0022	0.0007	-0.012	-4.5
0.744	0.0015	0.0015	0.0007	-0.0158	-4.7
0.745	0.0022	-0.0038	0.0007	-0.0181	-4.7
0.746	0.0015	-0.0098	-0.0008	-0.0165	-4.8
0.747	0.0007	-0.0128	0.0015	-0.0105	-5
0.748	0.0007	-0.0113	0.0037	0	-5
0.749	0.0015	0.0007	0.003	0.012	-5.1
0.75	0.0007	0.0202	0.0052	0.021	-5
0.751	0.0015	0.0315	0.0067	0.021	-5.1
0.752	0.0007	0.0315	0.0037	0.0202	-5.4
0.753	0.0007	0.036	0.0007	0.0187	-5.4
0.754	-0.0015	0.0165	-0.003	0.003	-5.7
0.755	-0.0046	-0.0098	-0.0015	-0.0143	-5.7
0.756	-0.0046	-0.0113	-0.003	-0.0128	-5.7
0.757	-0.006	-0.012	-0.0075	-0.0068	-5.9
0.758	-0.006	-0.0128	-0.0083	-0.003	-6
0.759	-0.003	-0.0083	-0.0075	-0.003	-6.2
0.76	-0.0015	-0.0038	-0.0068	-0.0053	-6.3
0.761	-0.0023	0.0007	-0.0083	-0.0075	-6.2
0.762	0.0007	0.0067	-0.0068	-0.0046	-6.5
0.763	0.0052	0.0202	-0.0091	0.0015	-6.5
0.764	0.006	0.0255	-0.0143	0.003	-6.5
0.765	0.0067	0.0345	-0.0158	0.003	-6.9
0.766	0.0052	0.0465	-0.0173	0.0015	-6.8
0.767	0.0045	0.0442	-0.0158	-0.0008	-7.1
0.768	0.0022	0.0427	-0.015	0.0052	-7.2
0.769	-0.0008	0.0337	-0.012	0.0112	-7.2
0.77	0	0.024	-0.0113	0.0127	-7.6
0.771	0.0007	0.0195	-0.0083	0.0217	-7.5
0.772	0.0015	-0.0338	-0.0038	0.0202	-7.6
0.773	0.0045	-0.0878	-0.003	0.0097	-7.8
0.774	0.0045	-0.0735	0.0015	0.003	-7.9
0.775	0.0015	-0.0503	0.003	-0.0075	-8
0.776	0.0007	-0.0285	0.0067	-0.0203	-8.2
0.777	0.0007	-0.0053	0.0082	-0.039	-8.2
0.778	0.0007	-0.0353	0.0067	-0.0518	-8.5
0.779	-0.0015	-0.0773	0.0075	-0.0368	-8.4
0.78	-0.0008	-0.0885	0.0045	-0.0181	-8.6
0.781	-0.003	-0.0638	-0.0015	-0.0075	-8.7
0.782	-0.0015	-0.012	-0.0053	0.0037	-8.8
0.783	-0.0015	0.018	-0.003	0.003	-9.1
0.784	-0.0015	0.0142	-0.0008	0.0007	-9.1
0.785	0.003	0.0037	0.003	0.003	-9.2
0.786	0.0037	-0.0023	0.0052	0.006	-9.5
0.787	0.006	0.0082	0.0082	0.0127	-9.6
0.788	0.0112	0.0172	0.0112	0.0112	-9.7
0.789	0.018	0.0142	0.0127	0.0097	-9.9
0.79	0.0262	0.0172	0.0142	0.0105	-10
0.791	0.0292	0.0157	0.0135	0.012	-10.1
0.792	0.03	0.0142	0.012	0.0142	-10.3
0.793	0.03	0.0127	0.0105	0.0105	-10.4
0.794	0.0285	0.009	0.0082	0.0105	-10.8
0.795	0.0255	0.006	0.0075	0.0112	-10.8
0.796	0.021	0.0045	0.0052	0.0082	-10.9
0.797	0.0157	0.0142	0.0075	0.0082	-11.1
0.798	0.0082	0.0157	0.0075	0.0067	-11.3
0.799	0.0022	0.009	0.0045	0.0067	-11.6
0.8	-0.0008	0.0105	0.0052	0.0045	-11.5
0.801	-0.0053	0.0127	0.0045	-0.0075	-11.6
0.802	-0.0098	0.0067	0.0015	-0.015	-12
0.803	-0.0143	0.0045	0.0007	-0.0158	-12.1
0.804	-0.0181	0.0052	-0.0015	-0.0143	-12.3
0.805	-0.0195	-0.0105	-0.0023	-0.0091	-12.4
0.806	-0.0218	-0.0225	-0.003	-0.0068	-12.5
0.807	-0.024	-0.0143	-0.0046	-0.0105	-12.8
0.808	-0.0285	-0.0068	-0.0015	-0.0083	-12.8
0.809	-0.0285	0.0015	0	0.0052	-13
0.81	-0.027	0.0105	0.0007	0.0157	-13.3
0.811	-0.024	0.0105	0.0007	0.0142	-13.4
0.812	-0.0203	0.0097	0.003	0.0105	-13.8
0.813	-0.0195	0.0067	0.0015	0.0052	-13.7
0.814	-0.0165	0.0015	-0.0015	0	-14
0.815	-0.0181	-0.003	-0.003	0.0007	-14
0.816	-0.0195	-0.0068	-0.0046	0	-14.2
0.817	-0.0195	-0.0046	-0.0038	0.0022	-14.5
0.818	-0.0158	-0.0008	-0.0053	0.0075	-14.6
0.819	-0.0143	0.0007	-0.0068	0.0105	-14.9
0.82	-0.0128	-0.0015	-0.006	0.012	-15
0.821	-0.012	-0.003	-0.0075	0.0075	-15.5
0.822	-0.0091	-0.0038	-0.0091	0.0037	-15.7
0.823	-0.006	-0.003	-0.0083	0.0007	-15.8
0.824	-0.003	-0.003	-0.0068	0.0007	-16.1
0.825	0.0022	-0.0015	-0.0075	0.0022	-16.1
0.826	0.0045	-0.0008	-0.0083	0.0007	-16.5
0.827	0.0007	-0.003	-0.0075	0.0007	-16.5
0.828	-0.003	-0.0023	-0.0068	-0.0008	-16.8
0.829	-0.0046	-0.0008	-0.0053	0.0022	-16.9
0.83	-0.003	0	-0.0068	0.0045	-17.3
0.831	0	0.0015	-0.0053	0.0045	-17.4
0.832	0.003	0.0007	-0.0023	0.0045	-17.6
0.833	0.0045	-0.0008	-0.003	0.003	-17.8
0.834	0.0052	0	-0.0015	0.003	-18
0.835	0.0045	0	0	-0.0008	-18.2
0.836	0.0007	-0.0008	-0.0015	-0.0046	-18.5
0.837	-0.0015	-0.0038	-0.0015	-0.0091	-18.8
0.838	-0.0015	-0.0053	-0.003	-0.0083	-19
0.839	-0.003	-0.0053	-0.0015	-0.0075	-19.4
0.84	-0.0008	-0.003	0.0037	-0.0091	-19.4
0.841	0.0022	0.0007	0.006	-0.0091	-19.7
0.842	0.0007	0.0007	0.009	-0.0128	-20
0.843	-0.0015	0.003	0.018	-0.0135	-20.1
0.844	-0.0015	0.0067	0.0232	-0.0046	-20.5
0.845	-0.0008	0.0082	0.0217	0.0075	-20.6
0.846	-0.0008	0.006	0.0225	0.0127	-20.8
0.847	-0.0023	0.0045	0.0195	0.0142	-21.1
0.848	-0.0053	0.003	0.0157	0.0165	-21.2
0.849	-0.012	0.003	0.0127	0.0127	-21.6
0.85	-0.0203	0.003	0.0135	0.0045	-21.7
0.851	-0.0233	0.0015	0.0127	-0.0015	-22.1
0.852	-0.0233	0.0037	0.0105	-0.0015	-22.2
0.853	-0.0195	0.0022	0.0082	-0.006	-22.5
0.854	-0.0158	-0.0015	0.0067	-0.0135	-22.7
0.855	-0.012	-0.0008	0.006	-0.012	-23
0.856	-0.0083	-0.003	0.003	-0.0113	-23.1
0.857	-0.006	-0.003	0.0015	-0.0083	-23.6
0.858	-0.0053	-0.0015	0.0015	0.0007	-23.7
0.859	-0.0046	-0.0015	-0.0008	0.003	-23.9
0.86	-0.0023	-0.0046	-0.0015	-0.0008	-24.3
0.861	-0.0008	-0.0038	-0.0038	0	-24.3
0.862	0.003	0.0015	-0.0015	0.0007	-24.7
0.863	0.0052	0.0015	-0.0008	0.0015	-24.8
0.864	0.0052	0.003	-0.003	0.0082	-25.1
0.865	0.0045	0.006	-0.0038	0.0172	-25.2
0.866	0.003	0.0052	-0.0046	0.0217	-25.5
0.867	0.0045	0.0045	-0.003	0.0157	-25.7
0.868	0.0037	0.003	-0.0083	0.0127	-26.1
0.869	0.0067	0.0015	-0.0233	0.009	-26.1
0.87	0.0067	0	-0.0443	0.0007	-26.3
0.871	0.0075	-0.003	-0.0668	-0.003	-26.7
0.872	0.0082	-0.003	-0.0885	-0.0015	-26.6
0.873	0.0082	-0.0023	-0.1103	-0.0008	-27.1
0.874	0.0105	-0.0015	-0.1343	-0.0068	-27.3
0.875	0.009	-0.0015	-0.1523	-0.0091	-27.4
0.876	0.0075	-0.0038	-0.1613	-0.0053	-27.6
0.877	0.0067	-0.0015	-0.1635	0.0007	-27.9
0.878	0.0045	-0.0008	-0.156	0.0007	-28.2
0.879	0.003	-0.0023	-0.1365	-0.0015	-28.3
0.88	0.0045	-0.0038	-0.1058	-0.0015	-28.5
0.881	0.003	-0.0053	-0.063	-0.0046	-28.7
0.882	0.0007	-0.0038	-0.0218	-0.0038	-28.9
0.883	-0.0008	-0.0015	0.0127	-0.0046	-28.9
0.884	-0.0023	0	0.0465	-0.0068	-29.3
0.885	-0.0015	0.0015	0.0787	-0.0053	-29.5
0.886	0	0.0015	0.105	-0.0015	-29.6
0.887	0.0007	0.0022	0.1252	0.0007	-29.8
0.888	-0.0008	0.0015	0.1395	0	-29.7
0.889	-0.0046	0.0022	0.1447	0.0007	-30.2
0.89	-0.0075	0.0037	0.1462	0.0015	-30.3
0.891	-0.0053	0.0045	0.1455	0.0007	-30.6
0.892	-0.0015	0.0015	0.1402	-0.003	-30.7
0.893	0	0	0.1342	-0.0046	-31
0.894	0.0022	-0.0015	0.1275	-0.0008	-31.1
0.895	0.0052	-0.003	0.1185	0.0015	-31.3
0.896	0.0067	-0.003	0.1095	0.0067	-31.6
0.897	0.006	-0.0046	0.1012	0.0082	-31.6
0.898	0.0075	-0.006	0.0982	0.0067	-32
0.899	0.009	-0.0083	0.0952	0.0037	-32.1
0.9	0.0127	-0.0075	0.09	0.0015	-32.3
0.901	0.0135	-0.0046	0.0795	0.0022	-32.5
0.902	0.0127	-0.0023	0.0682	0.0007	-32.6
0.903	0.0127	0.0022	0.057	0.0082	-32.9
0.904	0.0142	0.0067	0.0457	0.0165	-33
0.905	0.0142	0.0037	0.036	0.0142	-33.4
0.906	0.012	0.0007	0.024	0.0105	-33.4
0.907	0.012	-0.0023	0.0127	0.0052	-33.6
0.908	0.0127	-0.0038	-0.003	-0.0046	-34
0.909	0.0105	-0.0046	-0.0218	-0.0105	-34.2
0.91	0.012	-0.0038	-0.0353	-0.0091	-34.7
0.911	0.0105	-0.0015	-0.0361	-0.0046	-34.5
0.912	0.0105	-0.0008	-0.0143	-0.0068	-34.9
0.913	0.0112	0	0.0202	-0.0068	-35.1
0.914	0.009	-0.0008	0.0517	-0.0083	-35.4
0.915	0.0052	-0.0023	0.0802	-0.0068	-35.6
0.916	0.0045	-0.0015	0.102	-0.0053	-35.9
0.917	0.006	0.0015	0.114	-0.0038	-36.2
0.918	0.009	0.0015	0.1252	-0.0008	-36.3
0.919	0.0105	-0.0015	0.1192	0.0007	-36.5
0.92	0.0105	-0.0023	0.0975	0.0007	-36.9
0.921	0.0105	-0.0015	0.075	0.0015	-37
0.922	0.009	-0.0008	0.0315	0.0015	-37.3
0.923	0.0052	-0.0008	-0.0278	0.0015	-37.7
0.924	0.0045	-0.0008	-0.0833	0.003	-37.8
0.925	0.0045	-0.0008	-0.1253	0.0045	-38.3
0.926	0.003	-0.0008	-0.1575	0.0045	-38.3
0.927	0.0045	0.0015	-0.1883	0.0037	-38.7
0.928	0.0052	0.0015	-0.2153	0.0037	-38.9
0.929	0.0045	0.0015	-0.2303	0.0037	-39
0.93	0.0007	0.0007	-0.2325	0.003	-39.4
0.931	-0.0053	-0.0015	-0.2303	0.0015	-39.4
0.932	-0.0165	-0.0008	-0.222	-0.0008	-39.7
0.933	-0.03	-0.0008	-0.213	-0.0008	-39.9
0.934	-0.0368	0.0007	-0.2033	-0.0008	-40.1
0.935	-0.0443	0.0015	-0.1845	-0.003	-40.4
0.936	-0.0706	0.0015	-0.1635	-0.003	-40.6
0.937	-0.1148	0.0007	-0.1403	-0.003	-40.8
0.938	-0.126	0	-0.12	0.0007	-40.9
0.939	-0.1006	0.003	-0.1028	0.0052	-41.5
0.94	-0.0863	0.0045	-0.0848	0.0075	-41.4
0.941	-0.0638	0.0045	-0.0698	0.0112	-41.7
0.942	-0.0443	0.0037	-0.0578	0.0135	-41.9
0.943	-0.0278	0.0045	-0.0503	0.0127	-42
0.944	-0.003	0.003	-0.0436	0.0142	-42.4
0.945	0.0142	0.0007	-0.0375	0.0157	-42.5
0.946	0.0367	0.0007	-0.0338	0.0157	-42.8
0.947	0.0562	0	-0.027	0.012	-42.9
0.948	0.0675	-0.0038	-0.0188	0.0007	-43.2
