   Elapsed time	   ECG1	   ECG2
          6.994	 -0.033	 -0.026
          6.996	 -0.034	 -0.028
          6.998	 -0.035	 -0.030
          7.000	 -0.035	 -0.032
          7.002	 -0.037	 -0.033
          7.004	 -0.040	 -0.034
          7.006	 -0.042	 -0.033
          7.008	 -0.044	 -0.030
          7.010	 -0.044	 -0.030
          7.012	 -0.044	 -0.030
          7.014	 -0.044	 -0.029
          7.016	 -0.045	 -0.029
          7.018	 -0.046	 -0.029
          7.020	 -0.048	 -0.028
          7.022	 -0.051	 -0.028
          7.024	 -0.052	 -0.027
          7.026	 -0.050	 -0.027
          7.028	 -0.048	 -0.025
          7.030	 -0.050	 -0.028
          7.032	 -0.051	 -0.030
          7.034	 -0.052	 -0.032
          7.036	 -0.052	 -0.033
          7.038	 -0.052	 -0.030
          7.040	 -0.052	 -0.028
          7.042	 -0.053	 -0.026
          7.044	 -0.055	 -0.025
          7.046	 -0.054	 -0.025
          7.048	 -0.053	 -0.024
          7.050	 -0.052	 -0.025
          7.052	 -0.051	 -0.026
          7.054	 -0.053	 -0.026
          7.056	 -0.054	 -0.028
          7.058	 -0.057	 -0.028
          7.060	 -0.058	 -0.029
          7.062	 -0.058	 -0.029
          7.064	 -0.058	 -0.030
          7.066	 -0.058	 -0.030
          7.068	 -0.059	 -0.030
          7.070	 -0.059	 -0.031
          7.072	 -0.058	 -0.030
          7.074	 -0.059	 -0.032
          7.076	 -0.059	 -0.034
          7.078	 -0.059	 -0.035
          7.080	 -0.060	 -0.035
          7.082	 -0.061	 -0.035
          7.084	 -0.061	 -0.035
          7.086	 -0.062	 -0.036
          7.088	 -0.063	 -0.037
          7.090	 -0.062	 -0.040
          7.092	 -0.062	 -0.043
          7.094	 -0.065	 -0.045
          7.096	 -0.066	 -0.049
          7.098	 -0.066	 -0.050
          7.100	 -0.065	 -0.051
          7.102	 -0.065	 -0.050
          7.104	 -0.065	 -0.049
          7.106	 -0.065	 -0.049
          7.108	 -0.065	 -0.050
          7.110	 -0.065	 -0.048
          7.112	 -0.067	 -0.046
          7.114	 -0.067	 -0.048
          7.116	 -0.069	 -0.049
          7.118	 -0.068	 -0.048
          7.120	 -0.066	 -0.046
          7.122	 -0.070	 -0.046
          7.124	 -0.073	 -0.045
          7.126	 -0.075	 -0.043
          7.128	 -0.076	 -0.040
          7.130	 -0.076	 -0.037
          7.132	 -0.076	 -0.035
          7.134	 -0.076	 -0.034
          7.136	 -0.076	 -0.032
          7.138	 -0.077	 -0.029
          7.140	 -0.078	 -0.028
          7.142	 -0.076	 -0.024
          7.144	 -0.076	 -0.019
          7.146	 -0.074	 -0.013
          7.148	 -0.072	 -0.006
          7.150	 -0.073	 -0.001
          7.152	 -0.074	  0.005
          7.154	 -0.073	  0.009
          7.156	 -0.071	  0.011
          7.158	 -0.070	  0.018
          7.160	 -0.070	  0.022
          7.162	 -0.067	  0.029
          7.164	 -0.065	  0.037
          7.166	 -0.062	  0.041
          7.168	 -0.059	  0.044
          7.170	 -0.054	  0.052
          7.172	 -0.050	  0.060
          7.174	 -0.045	  0.066
          7.176	 -0.040	  0.072
          7.178	 -0.035	  0.080
          7.180	 -0.030	  0.088
          7.182	 -0.024	  0.095
          7.184	 -0.018	  0.102
          7.186	 -0.013	  0.110
          7.188	 -0.009	  0.117
          7.190	 -0.004	  0.122
          7.192	  0.001	  0.128
          7.194	  0.007	  0.132
          7.196	  0.013	  0.137
          7.198	  0.018	  0.142
          7.200	  0.025	  0.147
          7.202	  0.032	  0.151
          7.204	  0.037	  0.155
          7.206	  0.045	  0.161
          7.208	  0.052	  0.167
          7.210	  0.058	  0.168
          7.212	  0.062	  0.168
          7.214	  0.068	  0.172
          7.216	  0.072	  0.175
          7.218	  0.076	  0.172
          7.220	  0.081	  0.169
          7.222	  0.083	  0.169
          7.224	  0.085	  0.168
          7.226	  0.087	  0.164
          7.228	  0.090	  0.160
          7.230	  0.094	  0.155
          7.232	  0.098	  0.150
          7.234	  0.102	  0.145
          7.236	  0.104	  0.141
          7.238	  0.105	  0.136
          7.240	  0.105	  0.130
          7.242	  0.106	  0.127
          7.244	  0.106	  0.125
          7.246	  0.105	  0.119
          7.248	  0.103	  0.114
          7.250	  0.101	  0.111
          7.252	  0.098	  0.106
          7.254	  0.094	  0.101
          7.256	  0.090	  0.095
          7.258	  0.086	  0.089
          7.260	  0.082	  0.084
          7.262	  0.079	  0.080
          7.264	  0.076	  0.075
          7.266	  0.072	  0.071
          7.268	  0.069	  0.067
          7.270	  0.066	  0.063
          7.272	  0.062	  0.060
          7.274	  0.056	  0.059
          7.276	  0.051	  0.057
          7.278	  0.048	  0.055
          7.280	  0.045	  0.053
          7.282	  0.040	  0.051
          7.284	  0.033	  0.049
          7.286	  0.030	  0.047
          7.288	  0.026	  0.045
          7.290	  0.021	  0.041
          7.292	  0.017	  0.037
          7.294	  0.013	  0.035
          7.296	  0.011	  0.034
          7.298	  0.009	  0.031
          7.300	  0.007	  0.029
          7.302	  0.004	  0.029
          7.304	  0.000	  0.030
          7.306	 -0.002	  0.030
          7.308	 -0.004	  0.030
          7.310	 -0.007	  0.030
          7.312	 -0.010	  0.032
          7.314	 -0.012	  0.030
          7.316	 -0.013	  0.029
          7.318	 -0.016	  0.028
          7.320	 -0.018	  0.028
          7.322	 -0.021	  0.028
          7.324	 -0.024	  0.027
          7.326	 -0.022	  0.025
          7.328	 -0.021	  0.022
          7.330	 -0.024	  0.020
          7.332	 -0.028	  0.018
          7.334	 -0.026	  0.017
          7.336	 -0.026	  0.014
          7.338	 -0.027	  0.013
          7.340	 -0.028	  0.011
          7.342	 -0.029	  0.011
          7.344	 -0.030	  0.009
          7.346	 -0.031	  0.009
          7.348	 -0.032	  0.007
          7.350	 -0.033	  0.007
          7.352	 -0.033	  0.007
          7.354	 -0.033	  0.008
          7.356	 -0.032	  0.009
          7.358	 -0.035	  0.009
          7.360	 -0.037	  0.008
          7.362	 -0.037	  0.008
          7.364	 -0.037	  0.007
          7.366	 -0.038	  0.007
          7.368	 -0.040	  0.006
          7.370	 -0.042	  0.007
          7.372	 -0.043	  0.009
          7.374	 -0.043	  0.007
          7.376	 -0.044	  0.004
          7.378	 -0.046	  0.005
          7.380	 -0.048	  0.005
          7.382	 -0.049	  0.004
          7.384	 -0.049	  0.003
          7.386	 -0.049	  0.003
          7.388	 -0.049	  0.001
          7.390	 -0.050	  0.001
          7.392	 -0.050	  0.000
          7.394	 -0.051	 -0.002
          7.396	 -0.052	 -0.002
          7.398	 -0.052	 -0.002
          7.400	 -0.051	 -0.001
          7.402	 -0.050	 -0.002
          7.404	 -0.049	 -0.003
          7.406	 -0.049	 -0.004
          7.408	 -0.049	 -0.004
          7.410	 -0.051	 -0.006
          7.412	 -0.052	 -0.006
          7.414	 -0.054	 -0.007
          7.416	 -0.056	 -0.007
          7.418	 -0.052	 -0.006
          7.420	 -0.050	 -0.006
          7.422	 -0.053	 -0.009
          7.424	 -0.057	 -0.011
          7.426	 -0.058	 -0.013
          7.428	 -0.059	 -0.014
          7.430	 -0.060	 -0.015
          7.432	 -0.061	 -0.015
          7.434	 -0.062	 -0.015
          7.436	 -0.065	 -0.016
          7.438	 -0.066	 -0.017
          7.440	 -0.068	 -0.018
          7.442	 -0.069	 -0.019
          7.444	 -0.070	 -0.020
          7.446	 -0.070	 -0.019
          7.448	 -0.069	 -0.018
          7.450	 -0.072	 -0.018
          7.452	 -0.076	 -0.018
          7.454	 -0.076	 -0.018
          7.456	 -0.076	 -0.021
          7.458	 -0.077	 -0.021
          7.460	 -0.078	 -0.021
          7.462	 -0.076	 -0.019
          7.464	 -0.074	 -0.018
          7.466	 -0.074	 -0.019
          7.468	 -0.075	 -0.021
          7.470	 -0.075	 -0.022
          7.472	 -0.074	 -0.023
          7.474	 -0.075	 -0.024
          7.476	 -0.075	 -0.024
          7.478	 -0.075	 -0.024
          7.480	 -0.074	 -0.025
          7.482	 -0.073	 -0.024
          7.484	 -0.072	 -0.022
          7.486	 -0.073	 -0.024
          7.488	 -0.073	 -0.025
          7.490	 -0.074	 -0.024
          7.492	 -0.074	 -0.023
          7.494	 -0.073	 -0.025
          7.496	 -0.073	 -0.027
          7.498	 -0.074	 -0.028
          7.500	 -0.075	 -0.028
          7.502	 -0.074	 -0.027
          7.504	 -0.073	 -0.026
          7.506	 -0.074	 -0.026
          7.508	 -0.074	 -0.028
          7.510	 -0.074	 -0.028
          7.512	 -0.073	 -0.029
          7.514	 -0.075	 -0.029
          7.516	 -0.078	 -0.029
          7.518	 -0.080	 -0.029
          7.520	 -0.082	 -0.028
          7.522	 -0.084	 -0.029
          7.524	 -0.085	 -0.029
          7.526	 -0.085	 -0.030
          7.528	 -0.085	 -0.031
          7.530	 -0.084	 -0.034
          7.532	 -0.083	 -0.036
          7.534	 -0.081	 -0.037
          7.536	 -0.080	 -0.038
          7.538	 -0.080	 -0.038
          7.540	 -0.080	 -0.037
          7.542	 -0.081	 -0.038
          7.544	 -0.082	 -0.039
          7.546	 -0.080	 -0.037
          7.548	 -0.078	 -0.035
          7.550	 -0.079	 -0.034
          7.552	 -0.080	 -0.034
          7.554	 -0.081	 -0.032
          7.556	 -0.083	 -0.032
          7.558	 -0.082	 -0.029
          7.560	 -0.081	 -0.029
          7.562	 -0.081	 -0.029
          7.564	 -0.082	 -0.030
          7.566	 -0.083	 -0.030
          7.568	 -0.084	 -0.030
          7.570	 -0.084	 -0.030
          7.572	 -0.084	 -0.029
          7.574	 -0.084	 -0.026
          7.576	 -0.084	 -0.022
          7.578	 -0.083	 -0.021
          7.580	 -0.083	 -0.019
          7.582	 -0.082	 -0.020
          7.584	 -0.080	 -0.021
          7.586	 -0.080	 -0.023
          7.588	 -0.080	 -0.025
          7.590	 -0.082	 -0.025
          7.592	 -0.085	 -0.025
          7.594	 -0.087	 -0.025
          7.596	 -0.089	 -0.025
          7.598	 -0.090	 -0.027
          7.600	 -0.090	 -0.029
          7.602	 -0.091	 -0.029
          7.604	 -0.092	 -0.030
          7.606	 -0.091	 -0.030
          7.608	 -0.089	 -0.030
          7.610	 -0.088	 -0.028
          7.612	 -0.086	 -0.026
          7.614	 -0.086	 -0.026
          7.616	 -0.086	 -0.026
          7.618	 -0.087	 -0.025
          7.620	 -0.087	 -0.023
          7.622	 -0.087	 -0.023
          7.624	 -0.087	 -0.022
          7.626	 -0.086	 -0.021
          7.628	 -0.083	 -0.019
          7.630	 -0.085	 -0.018
          7.632	 -0.087	 -0.016
          7.634	 -0.087	 -0.013
          7.636	 -0.086	 -0.010
          7.638	 -0.087	 -0.008
          7.640	 -0.089	 -0.006
          7.642	 -0.088	 -0.004
          7.644	 -0.087	 -0.001
          7.646	 -0.086	  0.002
          7.648	 -0.086	  0.004
          7.650	 -0.085	  0.006
          7.652	 -0.085	  0.009
          7.654	 -0.083	  0.012
          7.656	 -0.081	  0.015
          7.658	 -0.082	  0.018
          7.660	 -0.083	  0.020
          7.662	 -0.082	  0.021
          7.664	 -0.082	  0.022
          7.666	 -0.082	  0.026
          7.668	 -0.083	  0.029
          7.670	 -0.083	  0.033
          7.672	 -0.083	  0.036
          7.674	 -0.082	  0.036
          7.676	 -0.080	  0.036
          7.678	 -0.080	  0.036
          7.680	 -0.080	  0.036
          7.682	 -0.079	  0.040
          7.684	 -0.079	  0.042
          7.686	 -0.077	  0.045
          7.688	 -0.077	  0.048
          7.690	 -0.073	  0.052
          7.692	 -0.070	  0.055
          7.694	 -0.068	  0.056
          7.696	 -0.066	  0.056
          7.698	 -0.062	  0.057
          7.700	 -0.060	  0.059
          7.702	 -0.059	  0.057
          7.704	 -0.059	  0.055
          7.706	 -0.059	  0.054
          7.708	 -0.059	  0.053
          7.710	 -0.058	  0.051
          7.712	 -0.057	  0.050
          7.714	 -0.053	  0.049
          7.716	 -0.050	  0.048
          7.718	 -0.047	  0.048
          7.720	 -0.043	  0.046
          7.722	 -0.044	  0.048
          7.724	 -0.044	  0.049
          7.726	 -0.046	  0.049
          7.728	 -0.048	  0.048
          7.730	 -0.050	  0.045
          7.732	 -0.051	  0.043
          7.734	 -0.054	  0.044
          7.736	 -0.058	  0.044
          7.738	 -0.060	  0.040
          7.740	 -0.061	  0.037
          7.742	 -0.062	  0.034
          7.744	 -0.063	  0.030
          7.746	 -0.062	  0.030
          7.748	 -0.061	  0.029
          7.750	 -0.065	  0.029
          7.752	 -0.068	  0.029
          7.754	 -0.068	  0.028
          7.756	 -0.068	  0.028
          7.758	 -0.069	  0.028
          7.760	 -0.069	  0.028
          7.762	 -0.070	  0.028
          7.764	 -0.071	  0.029
          7.766	 -0.073	  0.027
          7.768	 -0.076	  0.025
          7.770	 -0.077	  0.025
          7.772	 -0.079	  0.024
          7.774	 -0.080	  0.024
          7.776	 -0.080	  0.024
          7.778	 -0.082	  0.025
          7.780	 -0.084	  0.025
          7.782	 -0.083	  0.025
          7.784	 -0.081	  0.026
          7.786	 -0.082	  0.027
          7.788	 -0.082	  0.028
          7.790	 -0.081	  0.029
          7.792	 -0.081	  0.032
          7.794	 -0.082	  0.029
          7.796	 -0.083	  0.028
          7.798	 -0.084	  0.028
          7.800	 -0.085	  0.028
          7.802	 -0.086	  0.028
          7.804	 -0.087	  0.029
          7.806	 -0.090	  0.029
          7.808	 -0.092	  0.030
          7.810	 -0.091	  0.032
          7.812	 -0.090	  0.033
          7.814	 -0.091	  0.034
          7.816	 -0.092	  0.035
          7.818	 -0.093	  0.037
          7.820	 -0.092	  0.040
          7.822	 -0.092	  0.042
          7.824	 -0.092	  0.045
          7.826	 -0.093	  0.047
          7.828	 -0.093	  0.049
          7.830	 -0.091	  0.051
          7.832	 -0.089	  0.054
          7.834	 -0.089	  0.059
          7.836	 -0.088	  0.064
          7.838	 -0.088	  0.071
          7.840	 -0.088	  0.079
          7.842	 -0.089	  0.088
          7.844	 -0.089	  0.098
          7.846	 -0.089	  0.108
          7.848	 -0.088	  0.119
          7.850	 -0.086	  0.134
          7.852	 -0.086	  0.148
          7.854	 -0.085	  0.171
          7.856	 -0.084	  0.193
          7.858	 -0.080	  0.229
          7.860	 -0.077	  0.266
          7.862	 -0.072	  0.316
          7.864	 -0.067	  0.366
          7.866	 -0.059	  0.426
          7.868	 -0.052	  0.485
          7.870	 -0.046	  0.542
          7.872	 -0.040	  0.599
          7.874	 -0.032	  0.640
          7.876	 -0.022	  0.682
          7.878	 -0.008	  0.702
          7.880	  0.006	  0.721
          7.882	  0.028	  0.708
          7.884	  0.050	  0.695
          7.886	  0.082	  0.663
          7.888	  0.114	  0.630
          7.890	  0.161	  0.575
          7.892	  0.209	  0.519
          7.894	  0.262	  0.474
          7.896	  0.314	  0.429
          7.898	  0.363	  0.400
          7.900	  0.412	  0.369
          7.902	  0.445	  0.342
          7.904	  0.477	  0.315
          7.906	  0.489	  0.285
          7.908	  0.501	  0.256
          7.910	  0.486	  0.222
          7.912	  0.469	  0.190
          7.914	  0.434	  0.162
          7.916	  0.400	  0.135
          7.918	  0.351	  0.116
          7.920	  0.302	  0.096
          7.922	  0.267	  0.086
          7.924	  0.232	  0.075
          7.926	  0.210	  0.070
          7.928	  0.189	  0.064
          7.930	  0.165	  0.059
          7.932	  0.140	  0.053
          7.934	  0.112	  0.047
          7.936	  0.084	  0.042
          7.938	  0.053	  0.036
          7.940	  0.024	  0.031
          7.942	  0.002	  0.026
          7.944	 -0.019	  0.022
          7.946	 -0.037	  0.018
          7.948	 -0.054	  0.017
          7.950	 -0.065	  0.013
          7.952	 -0.076	  0.011
          7.954	 -0.081	  0.011
          7.956	 -0.085	  0.011
          7.958	 -0.091	  0.008
          7.960	 -0.098	  0.005
          7.962	 -0.103	  0.002
          7.964	 -0.110	 -0.002
          7.966	 -0.114	 -0.002
          7.968	 -0.117	 -0.002
          7.970	 -0.120	 -0.002
          7.972	 -0.124	 -0.002
          7.974	 -0.124	 -0.003
          7.976	 -0.124	 -0.004
          7.978	 -0.127	 -0.004
          7.980	 -0.129	 -0.005
          7.982	 -0.129	 -0.005
          7.984	 -0.129	 -0.005
          7.986	 -0.133	 -0.004
          7.988	 -0.136	 -0.003
          7.990	 -0.139	 -0.002
          7.992	 -0.141	 -0.002
          7.994	 -0.141	 -0.002
          7.996	 -0.142	 -0.002
          7.998	 -0.143	 -0.001
          8.000	 -0.144	  0.001
          8.002	 -0.144	  0.000
          8.004	 -0.143	 -0.001
          8.006	 -0.145	 -0.001
          8.008	 -0.146	 -0.002
          8.010	 -0.146	 -0.001
          8.012	 -0.146	 -0.001
          8.014	 -0.148	  0.000
          8.016	 -0.150	  0.001
          8.018	 -0.150	  0.000
          8.020	 -0.151	  0.000
          8.022	 -0.153	 -0.001
          8.024	 -0.154	 -0.003
          8.026	 -0.155	 -0.003
          8.028	 -0.156	 -0.004
          8.030	 -0.154	 -0.004
          8.032	 -0.153	 -0.006
          8.034	 -0.153	 -0.007
          8.036	 -0.152	 -0.007
          8.038	 -0.151	 -0.007
          8.040	 -0.150	 -0.006
          8.042	 -0.150	 -0.005
          8.044	 -0.150	 -0.004
          8.046	 -0.147	 -0.004
          8.048	 -0.145	 -0.004
          8.050	 -0.148	 -0.002
          8.052	 -0.151	 -0.001
          8.054	 -0.151	 -0.002
          8.056	 -0.153	 -0.003
          8.058	 -0.152	 -0.004
          8.060	 -0.152	 -0.006
          8.062	 -0.152	 -0.007
          8.064	 -0.152	 -0.008
          8.066	 -0.152	 -0.010
          8.068	 -0.151	 -0.013
          8.070	 -0.152	 -0.012
          8.072	 -0.153	 -0.011
          8.074	 -0.151	 -0.011
          8.076	 -0.149	 -0.009
          8.078	 -0.150	 -0.011
          8.080	 -0.150	 -0.011
          8.082	 -0.151	 -0.011
          8.084	 -0.151	 -0.011
          8.086	 -0.152	 -0.013
          8.088	 -0.152	 -0.015
          8.090	 -0.154	 -0.014
          8.092	 -0.157	 -0.012
          8.094	 -0.155	 -0.015
          8.096	 -0.155	 -0.017
          8.098	 -0.155	 -0.017
          8.100	 -0.154	 -0.017
          8.102	 -0.154	 -0.016
          8.104	 -0.154	 -0.015
          8.106	 -0.154	 -0.013
          8.108	 -0.154	 -0.012
          8.110	 -0.154	 -0.007
          8.112	 -0.155	 -0.004
          8.114	 -0.156	  0.001
          8.116	 -0.156	  0.005
          8.118	 -0.155	  0.009
          8.120	 -0.155	  0.013
          8.122	 -0.155	  0.017
          8.124	 -0.154	  0.019
          8.126	 -0.156	  0.022
          8.128	 -0.157	  0.026
          8.130	 -0.155	  0.030
          8.132	 -0.154	  0.035
          8.134	 -0.150	  0.039
          8.136	 -0.148	  0.043
          8.138	 -0.145	  0.050
          8.140	 -0.142	  0.057
          8.142	 -0.140	  0.065
          8.144	 -0.138	  0.074
          8.146	 -0.133	  0.081
          8.148	 -0.129	  0.087
          8.150	 -0.125	  0.096
          8.152	 -0.121	  0.102
          8.154	 -0.119	  0.107
          8.156	 -0.116	  0.114
          8.158	 -0.113	  0.119
          8.160	 -0.108	  0.126
          8.162	 -0.102	  0.130
          8.164	 -0.097	  0.135
          8.166	 -0.093	  0.140
          8.168	 -0.089	  0.144
          8.170	 -0.083	  0.151
          8.172	 -0.076	  0.157
          8.174	 -0.070	  0.163
          8.176	 -0.065	  0.167
          8.178	 -0.060	  0.173
          8.180	 -0.054	  0.180
          8.182	 -0.050	  0.182
          8.184	 -0.045	  0.185
          8.186	 -0.040	  0.186
          8.188	 -0.035	  0.187
          8.190	 -0.028	  0.187
          8.192	 -0.021	  0.186
          8.194	 -0.018	  0.184
          8.196	 -0.013	  0.183
          8.198	 -0.009	  0.181
          8.200	 -0.005	  0.179
          8.202	 -0.003	  0.175
          8.204	  0.000	  0.172
          8.206	  0.004	  0.170
          8.208	  0.007	  0.168
          8.210	  0.009	  0.164
          8.212	  0.011	  0.160
          8.214	  0.011	  0.157
          8.216	  0.011	  0.153
          8.218	  0.011	  0.148
          8.220	  0.011	  0.142
          8.222	  0.011	  0.138
          8.224	  0.010	  0.133
          8.226	  0.010	  0.128
          8.228	  0.010	  0.123
          8.230	  0.005	  0.119
          8.232	  0.001	  0.114
          8.234	 -0.001	  0.110
          8.236	 -0.002	  0.105
          8.238	 -0.004	  0.100
          8.240	 -0.008	  0.094
          8.242	 -0.011	  0.090
          8.244	 -0.014	  0.086
          8.246	 -0.021	  0.082
          8.248	 -0.026	  0.079
          8.250	 -0.031	  0.076
          8.252	 -0.035	  0.073
          8.254	 -0.037	  0.071
          8.256	 -0.039	  0.069
          8.258	 -0.044	  0.065
          8.260	 -0.050	  0.060
          8.262	 -0.054	  0.057
          8.264	 -0.058	  0.054
          8.266	 -0.063	  0.051
          8.268	 -0.069	  0.049
          8.270	 -0.072	  0.048
          8.272	 -0.076	  0.048
          8.274	 -0.079	  0.045
          8.276	 -0.082	  0.044
          8.278	 -0.084	  0.044
          8.280	 -0.086	  0.045
          8.282	 -0.085	  0.045
          8.284	 -0.084	  0.045
          8.286	 -0.089	  0.045
          8.288	 -0.095	  0.045
          8.290	 -0.098	  0.043
          8.292	 -0.101	  0.041
          8.294	 -0.102	  0.040
          8.296	 -0.102	  0.039
          8.298	 -0.104	  0.040
          8.300	 -0.106	  0.040
          8.302	 -0.107	  0.038
          8.304	 -0.108	  0.036
          8.306	 -0.110	  0.035
          8.308	 -0.112	  0.034
          8.310	 -0.112	  0.035
          8.312	 -0.112	  0.036
          8.314	 -0.113	  0.038
          8.316	 -0.113	  0.039
          8.318	 -0.115	  0.038
          8.320	 -0.115	  0.037
          8.322	 -0.116	  0.036
          8.324	 -0.117	  0.035
          8.326	 -0.117	  0.033
          8.328	 -0.118	  0.031
          8.330	 -0.118	  0.028
          8.332	 -0.119	  0.025
          8.334	 -0.121	  0.026
          8.336	 -0.122	  0.028
          8.338	 -0.123	  0.028
          8.340	 -0.125	  0.027
          8.342	 -0.127	  0.028
          8.344	 -0.128	  0.028
          8.346	 -0.127	  0.028
          8.348	 -0.126	  0.027
          8.350	 -0.129	  0.028
          8.352	 -0.132	  0.029
          8.354	 -0.133	  0.026
          8.356	 -0.134	  0.025
          8.358	 -0.133	  0.024
          8.360	 -0.132	  0.024
          8.362	 -0.131	  0.024
          8.364	 -0.130	  0.025
          8.366	 -0.128	  0.024
          8.368	 -0.126	  0.022
          8.370	 -0.128	  0.022
          8.372	 -0.130	  0.022
          8.374	 -0.128	  0.024
          8.376	 -0.126	  0.024
          8.378	 -0.129	  0.023
          8.380	 -0.130	  0.022
          8.382	 -0.131	  0.022
          8.384	 -0.132	  0.022
          8.386	 -0.131	  0.022
          8.388	 -0.131	  0.023
          8.390	 -0.132	  0.024
          8.392	 -0.134	  0.024
          8.394	 -0.134	  0.021
          8.396	 -0.133	  0.019
          8.398	 -0.134	  0.017
          8.400	 -0.134	  0.015
          8.402	 -0.135	  0.015
          8.404	 -0.135	  0.014
          8.406	 -0.136	  0.015
          8.408	 -0.138	  0.015
          8.410	 -0.138	  0.017
          8.412	 -0.139	  0.018
          8.414	 -0.138	  0.019
          8.416	 -0.138	  0.019
          8.418	 -0.137	  0.018
          8.420	 -0.135	  0.018
          8.422	 -0.135	  0.019
          8.424	 -0.134	  0.020
          8.426	 -0.135	  0.018
          8.428	 -0.137	  0.018
          8.430	 -0.136	  0.017
          8.432	 -0.136	  0.016
          8.434	 -0.135	  0.015
          8.436	 -0.133	  0.014
          8.438	 -0.133	  0.015
          8.440	 -0.133	  0.015
          8.442	 -0.135	  0.018
          8.444	 -0.136	  0.019
          8.446	 -0.136	  0.019
          8.448	 -0.136	  0.020
          8.450	 -0.138	  0.019
          8.452	 -0.139	  0.019
          8.454	 -0.139	  0.019
          8.456	 -0.139	  0.018
          8.458	 -0.140	  0.018
          8.460	 -0.140	  0.017
          8.462	 -0.140	  0.015
          8.464	 -0.141	  0.013
          8.466	 -0.141	  0.013
          8.468	 -0.141	  0.012
          8.470	 -0.142	  0.013
          8.472	 -0.142	  0.013
          8.474	 -0.142	  0.015
          8.476	 -0.141	  0.015
          8.478	 -0.141	  0.017
          8.480	 -0.141	  0.018
          8.482	 -0.142	  0.018
          8.484	 -0.143	  0.019
          8.486	 -0.146	  0.018
          8.488	 -0.149	  0.018
          8.490	 -0.146	  0.018
          8.492	 -0.144	  0.018
          8.494	 -0.143	  0.018
          8.496	 -0.144	  0.018
          8.498	 -0.143	  0.018
          8.500	 -0.142	  0.018
          8.502	 -0.141	  0.018
          8.504	 -0.141	  0.018
          8.506	 -0.142	  0.018
          8.508	 -0.144	  0.019
          8.510	 -0.143	  0.018
          8.512	 -0.142	  0.018
          8.514	 -0.142	  0.019
          8.516	 -0.141	  0.021
          8.518	 -0.141	  0.021
          8.520	 -0.141	  0.020
          8.522	 -0.139	  0.019
          8.524	 -0.137	  0.018
          8.526	 -0.138	  0.017
          8.528	 -0.138	  0.017
          8.530	 -0.137	  0.015
          8.532	 -0.136	  0.014
          8.534	 -0.137	  0.015
          8.536	 -0.137	  0.018
          8.538	 -0.136	  0.017
          8.540	 -0.136	  0.016
          8.542	 -0.135	  0.017
          8.544	 -0.136	  0.016
          8.546	 -0.136	  0.017
          8.548	 -0.136	  0.018
          8.550	 -0.137	  0.017
          8.552	 -0.138	  0.015
          8.554	 -0.137	  0.015
          8.556	 -0.138	  0.014
          8.558	 -0.137	  0.012
          8.560	 -0.135	  0.010
          8.562	 -0.137	  0.009
          8.564	 -0.138	  0.005
          8.566	 -0.138	  0.007
          8.568	 -0.137	  0.009
          8.570	 -0.136	  0.009
          8.572	 -0.136	  0.009
          8.574	 -0.135	  0.008
          8.576	 -0.134	  0.007
          8.578	 -0.134	  0.006
          8.580	 -0.134	  0.005
          8.582	 -0.132	  0.004
          8.584	 -0.129	  0.004
          8.586	 -0.130	  0.004
          8.588	 -0.132	  0.004
          8.590	 -0.131	  0.006
          8.592	 -0.131	  0.009
          8.594	 -0.129	  0.013
          8.596	 -0.129	  0.016
          8.598	 -0.128	  0.021
          8.600	 -0.128	  0.026
          8.602	 -0.126	  0.028
          8.604	 -0.124	  0.030
          8.606	 -0.121	  0.033
          8.608	 -0.117	  0.036
          8.610	 -0.115	  0.036
          8.612	 -0.112	  0.037
          8.614	 -0.116	  0.037
          8.616	 -0.119	  0.037
          8.618	 -0.118	  0.038
          8.620	 -0.118	  0.040
          8.622	 -0.115	  0.043
          8.624	 -0.111	  0.045
          8.626	 -0.108	  0.050
          8.628	 -0.105	  0.055
          8.630	 -0.102	  0.057
          8.632	 -0.100	  0.059
          8.634	 -0.098	  0.060
          8.636	 -0.097	  0.061
          8.638	 -0.095	  0.059
          8.640	 -0.092	  0.058
          8.642	 -0.093	  0.056
          8.644	 -0.093	  0.054
          8.646	 -0.092	  0.051
          8.648	 -0.091	  0.048
          8.650	 -0.089	  0.047
          8.652	 -0.087	  0.046
          8.654	 -0.084	  0.043
          8.656	 -0.080	  0.042
          8.658	 -0.077	  0.042
          8.660	 -0.074	  0.043
          8.662	 -0.072	  0.044
          8.664	 -0.071	  0.045
          8.666	 -0.071	  0.046
          8.668	 -0.072	  0.048
          8.670	 -0.074	  0.049
          8.672	 -0.075	  0.050
          8.674	 -0.077	  0.049
          8.676	 -0.079	  0.049
          8.678	 -0.081	  0.048
          8.680	 -0.084	  0.048
          8.682	 -0.084	  0.044
          8.684	 -0.083	  0.041
          8.686	 -0.082	  0.039
          8.688	 -0.082	  0.038
          8.690	 -0.080	  0.036
          8.692	 -0.079	  0.035
          8.694	 -0.077	  0.034
          8.696	 -0.076	  0.033
          8.698	 -0.076	  0.030
          8.700	 -0.074	  0.029
          8.702	 -0.077	  0.026
          8.704	 -0.079	  0.025
          8.706	 -0.082	  0.025
          8.708	 -0.084	  0.026
          8.710	 -0.084	  0.028
          8.712	 -0.085	  0.029
          8.714	 -0.086	  0.029
          8.716	 -0.087	  0.029
          8.718	 -0.087	  0.029
