   Elapsed time	   RESP	  ECG I	  ECG V	 ECG II	  PLETH	    ABP
          3.208	  0.274	  0.251	  0.180	  0.600	  0.460	135.919
          3.216	  0.283	 -0.069	  0.591	  0.510	  0.465	135.137
          3.224	  0.291	 -0.131	  0.766	  0.475	  0.470	134.355
          3.232	  0.301	 -0.116	  0.830	  0.495	  0.475	133.572
          3.240	  0.312	 -0.069	  0.869	  0.535	  0.480	132.986
          3.248	  0.322	 -0.054	  0.874	  0.555	  0.485	132.203
          3.256	  0.331	 -0.140	  0.835	  0.485	  0.491	131.421
          3.264	  0.340	 -0.111	  0.850	  0.505	  0.496	130.835
          3.272	  0.350	 -0.135	  0.845	  0.475	  0.500	130.052
          3.280	  0.357	 -0.091	  0.865	  0.520	  0.503	129.466
          3.288	  0.365	 -0.116	  0.850	  0.490	  0.506	128.879
          3.296	  0.371	 -0.106	  0.865	  0.475	  0.508	128.292
          3.304	  0.377	 -0.126	  0.860	  0.445	  0.509	127.705
          3.312	  0.383	 -0.044	  0.884	  0.545	  0.509	127.119
          3.320	  0.389	 -0.039	  0.879	  0.560	  0.509	126.728
          3.328	  0.395	 -0.025	  0.899	  0.540	  0.510	126.141
          3.336	  0.401	 -0.059	  0.874	  0.545	  0.511	125.554
          3.344	  0.405	 -0.034	  0.914	  0.520	  0.512	125.163
          3.352	  0.410	 -0.069	  0.919	  0.490	  0.511	124.576
          3.360	  0.413	 -0.015	  0.946	  0.570	  0.510	123.990
          3.368	  0.417	 -0.101	  0.899	  0.475	  0.508	123.403
          3.376	  0.420	 -0.111	  0.904	  0.450	  0.506	122.621
          3.384	  0.423	 -0.074	  0.914	  0.525	  0.504	122.230
          3.392	  0.424	 -0.025	  0.931	  0.575	  0.503	121.838
          3.400	  0.425	 -0.084	  0.879	  0.485	  0.502	121.838
          3.408	  0.425	 -0.044	  0.855	  0.500	  0.502	122.425
          3.416	  0.426	 -0.039	  0.820	  0.480	  0.502	123.599
          3.424	  0.425	 -0.064	  0.810	  0.485	  0.502	125.163
          3.432	  0.425	 -0.074	  0.805	  0.495	  0.502	127.119
          3.440	  0.423	 -0.039	  0.815	  0.540	  0.502	128.879
          3.448	  0.422	 -0.064	  0.776	  0.555	  0.501	130.835
          3.456	  0.419	 -0.069	  0.815	  0.505	  0.499	132.595
          3.464	  0.417	 -0.106	  0.744	  0.520	  0.496	133.964
          3.472	  0.413	 -0.101	  0.761	  0.475	  0.493	135.333
          3.480	  0.411	 -0.140	  0.771	  0.389	  0.490	136.506
          3.488	  0.408	 -0.160	  0.761	  0.370	  0.488	137.679
          3.496	  0.404	 -0.101	  0.781	  0.465	  0.486	138.853
          3.504	  0.401	 -0.106	  0.805	  0.455	  0.485	139.831
          3.512	  0.397	 -0.069	  0.796	  0.470	  0.485	140.808
          3.520	  0.394	 -0.116	  0.805	  0.520	  0.485	141.786
          3.528	  0.391	 -0.044	  0.820	  0.570	  0.485	142.569
          3.536	  0.389	 -0.069	  0.810	  0.560	  0.485	143.351
          3.544	  0.387	 -0.010	  0.840	  0.580	  0.484	144.133
          3.552	  0.386	  0.005	  0.835	  0.560	  0.482	144.720
          3.560	  0.385	  0.054	  0.825	  0.585	  0.479	145.306
          3.568	  0.384	  0.049	  0.810	  0.570	  0.476	145.893
          3.576	  0.384	  0.131	  0.835	  0.620	  0.472	146.284
          3.584	  0.384	  0.106	  0.786	  0.605	  0.469	146.675
          3.592	  0.385	  0.096	  0.756	  0.595	  0.467	146.871
          3.600	  0.386	 -0.005	  0.744	  0.545	  0.465	146.871
          3.608	  0.387	 -0.039	  0.761	  0.525	  0.463	146.871
          3.616	  0.389	 -0.084	  0.744	  0.485	  0.462	146.480
          3.624	  0.392	 -0.049	  0.791	  0.495	  0.460	145.893
          3.632	  0.394	 -0.069	  0.786	  0.465	  0.458	145.306
          3.640	  0.397	 -0.039	  0.805	  0.530	  0.457	144.329
          3.648	  0.400	 -0.044	  0.766	  0.555	  0.455	143.155
          3.656	  0.403	  0.005	  0.810	  0.611	  0.454	142.177
          3.664	  0.407	  0.015	  0.800	  0.625	  0.454	141.004
          3.672	  0.410	 -0.020	  0.810	  0.570	  0.454	139.831
          3.680	  0.413	  0.005	  0.919	  0.620	  0.454	139.048
          3.688	  0.416	  0.116	  1.010	  0.585	  0.454	138.070
          3.696	  0.419	  0.414	  0.441	  0.755	  0.455	137.288
          3.704	  0.422	  0.855	 -0.214	  0.850	  0.456	136.702
          3.712	  0.424	  0.865	 -0.350	  0.690	  0.457	135.919
          3.720	  0.426	  0.131	  0.315	  0.510	  0.460	135.333
          3.728	  0.427	 -0.030	  0.724	  0.515	  0.463	134.746
          3.736	  0.428	 -0.111	  0.830	  0.470	  0.467	134.159
          3.744	  0.428	 -0.084	  0.874	  0.485	  0.473	133.768
          3.752	  0.428	 -0.111	  0.860	  0.460	  0.480	133.377
          3.760	  0.427	 -0.049	  0.904	  0.540	  0.487	132.986
          3.768	  0.426	 -0.091	  0.869	  0.510	  0.494	132.595
          3.776	  0.423	 -0.084	  0.899	  0.520	  0.500	132.008
          3.784	  0.421	 -0.101	  0.879	  0.495	  0.503	131.617
          3.792	  0.418	 -0.084	  0.889	  0.505	  0.505	131.226
          3.800	  0.415	 -0.145	  0.850	  0.435	  0.507	130.639
          3.808	  0.412	 -0.074	  0.909	  0.460	  0.509	130.052
          3.816	  0.409	 -0.096	  0.889	  0.440	  0.511	129.466
          3.824	  0.405	 -0.079	  0.899	  0.460	  0.513	128.879
          3.832	  0.401	 -0.155	  0.850	  0.410	  0.515	128.292
          3.840	  0.397	 -0.160	  0.869	  0.440	  0.517	127.705
          3.848	  0.392	 -0.140	  0.869	  0.430	  0.518	127.119
          3.856	  0.386	 -0.126	  0.894	  0.475	  0.518	126.728
          3.864	  0.381	 -0.165	  0.899	  0.395	  0.517	126.141
          3.872	  0.374	 -0.116	  0.919	  0.435	  0.516	125.554
          3.880	  0.369	 -0.091	  0.926	  0.475	  0.514	124.967
          3.888	  0.364	 -0.044	  0.951	  0.535	  0.512	124.381
          3.896	  0.358	 -0.030	  0.926	  0.505	  0.510	123.990
          3.904	  0.354	 -0.091	  0.919	  0.450	  0.508	123.794
          3.912	  0.350	 -0.116	  0.884	  0.455	  0.506	123.990
          3.920	  0.348	 -0.126	  0.860	  0.435	  0.504	124.576
          3.928	  0.345	 -0.084	  0.889	  0.520	  0.502	125.945
          3.936	  0.344	 -0.069	  0.845	  0.545	  0.500	127.901
          3.944	  0.342	 -0.140	  0.800	  0.435	  0.499	130.052
          3.952	  0.341	 -0.165	  0.786	  0.410	  0.497	132.399
          3.960	  0.341	 -0.069	  0.840	  0.465	  0.494	134.550
          3.968	  0.341	 -0.069	  0.835	  0.460	  0.490	136.506
          3.976	  0.341	 -0.059	  0.850	  0.480	  0.487	138.266
          3.984	  0.341	 -0.111	  0.810	  0.435	  0.484	139.831
          3.992	  0.341	 -0.020	  0.845	  0.545	  0.481	141.200
          4.000	  0.341	 -0.025	  0.830	  0.545	  0.479	142.373
          4.008	  0.341	  0.030	  0.869	  0.595	  0.477	143.546
          4.016	  0.342	  0.010	  0.879	  0.575	  0.476	144.329
          4.024	  0.342	  0.079	  0.899	  0.630	  0.475	145.306
          4.032	  0.343	  0.096	  0.909	  0.645	  0.473	145.893
          4.040	  0.344	  0.010	  0.889	  0.555	  0.471	146.675
          4.048	  0.344	  0.030	  0.865	  0.575	  0.470	147.262
          4.056	  0.345	  0.015	  0.889	  0.615	  0.469	147.849
          4.064	  0.345	  0.054	  0.869	  0.540	  0.467	148.240
          4.072	  0.346	  0.030	  0.879	  0.580	  0.465	148.631
          4.080	  0.346	  0.106	  0.850	  0.605	  0.464	149.022
          4.088	  0.346	  0.074	  0.805	  0.575	  0.463	149.413
          4.096	  0.346	  0.145	  0.815	  0.645	  0.463	149.609
          4.104	  0.346	  0.126	  0.791	  0.600	  0.463	149.413
          4.112	  0.345	  0.054	  0.800	  0.615	  0.463	149.218
          4.120	  0.344	  0.005	  0.786	  0.540	  0.463	148.827
          4.128	  0.342	  0.010	  0.810	  0.555	  0.462	148.240
          4.136	  0.341	 -0.005	  0.835	  0.530	  0.459	147.262
          4.144	  0.338	  0.020	  0.855	  0.600	  0.457	146.089
          4.152	  0.336	 -0.030	  0.830	  0.505	  0.454	144.915
          4.160	  0.334	  0.010	  0.835	  0.550	  0.453	143.742
          4.168	  0.332	  0.000	  0.800	  0.545	  0.452	142.373
          4.176	  0.329	  0.049	  0.835	  0.635	  0.452	141.200
          4.184	  0.327	 -0.034	  0.815	  0.555	  0.453	140.222
          4.192	  0.325	 -0.059	  1.030	  0.510	  0.455	139.244
          4.200	  0.323	  0.135	  0.860	  0.575	  0.456	138.266
          4.208	  0.321	  0.645	  0.266	  0.770	  0.457	137.484
          4.216	  0.319	  0.941	 -0.261	  0.780	  0.457	136.506
          4.224	  0.318	  0.441	  0.049	  0.580	  0.459	135.724
          4.232	  0.316	  0.074	  0.525	  0.525	  0.462	134.941
          4.240	  0.316	 -0.049	  0.820	  0.515	  0.465	134.159
          4.248	  0.316	 -0.121	  0.879	  0.480	  0.469	133.377
          4.256	  0.317	 -0.116	  0.909	  0.550	  0.473	132.790
          4.264	  0.318	 -0.131	  0.889	  0.475	  0.478	131.812
          4.272	  0.320	 -0.084	  0.894	  0.530	  0.482	131.030
          4.280	  0.322	 -0.069	  0.904	  0.545	  0.486	130.052
          4.288	  0.325	 -0.034	  0.931	  0.530	  0.490	129.074
          4.296	  0.326	 -0.010	  0.914	  0.620	  0.494	128.097
          4.304	  0.328	 -0.111	  0.909	  0.485	  0.497	127.119
          4.312	  0.330	 -0.106	  0.904	  0.450	  0.500	126.336
          4.320	  0.332	 -0.155	  0.869	  0.435	  0.504	125.554
          4.328	  0.334	 -0.106	  0.889	  0.455	  0.507	124.772
          4.336	  0.336	 -0.064	  0.909	  0.530	  0.510	123.990
          4.344	  0.338	 -0.005	  0.926	  0.595	  0.512	123.207
          4.352	  0.341	  0.010	  0.956	  0.605	  0.512	122.621
          4.360	  0.344	  0.034	  0.966	  0.620	  0.511	121.838
          4.368	  0.347	  0.015	  0.951	  0.615	  0.510	121.056
          4.376	  0.350	  0.039	  0.995	  0.630	  0.510	120.274
          4.384	  0.354	 -0.005	  0.956	  0.555	  0.510	119.296
          4.392	  0.358	  0.010	  0.961	  0.550	  0.510	118.318
          4.400	  0.361	  0.000	  0.951	  0.580	  0.510	117.536
          4.408	  0.365	  0.049	  0.980	  0.630	  0.510	116.949
          4.416	  0.369	  0.025	  0.926	  0.645	  0.510	116.754
          4.424	  0.372	 -0.010	  0.914	  0.555	  0.510	117.536
          4.432	  0.376	 -0.069	  0.879	  0.510	  0.510	119.296
          4.440	  0.380	 -0.054	  0.850	  0.515	  0.510	121.838
          4.448	  0.383	 -0.030	  0.850	  0.505	  0.510	124.576
          4.456	  0.386	 -0.010	  0.845	  0.520	  0.509	127.314
          4.464	  0.389	 -0.020	  0.830	  0.555	  0.508	129.857
          4.472	  0.391	  0.015	  0.855	  0.585	  0.506	132.008
          4.480	  0.393	  0.025	  0.825	  0.590	  0.505	133.768
          4.488	  0.395	  0.049	  0.840	  0.565	  0.504	135.137
          4.496	  0.395	  0.000	  0.820	  0.590	  0.504	136.506
          4.504	  0.396	 -0.030	  0.796	  0.520	  0.504	137.679
          4.512	  0.396	 -0.005	  0.805	  0.535	  0.504	138.657
          4.520	  0.396	 -0.030	  0.800	  0.500	  0.504	139.439
          4.528	  0.395	  0.005	  0.830	  0.535	  0.504	140.417
          4.536	  0.394	 -0.091	  0.781	  0.475	  0.504	141.004
          4.544	  0.393	 -0.074	  0.791	  0.465	  0.503	141.786
          4.552	  0.391	 -0.054	  0.840	  0.450	  0.501	142.373
          4.560	  0.388	  0.020	  0.860	  0.530	  0.499	142.960
          4.568	  0.386	  0.025	  0.835	  0.515	  0.496	143.546
          4.576	  0.382	  0.034	  0.830	  0.500	  0.494	143.938
          4.584	  0.378	  0.025	  0.810	  0.490	  0.493	144.329
          4.592	  0.376	  0.086	  0.781	  0.620	  0.493	144.720
          4.600	  0.373	  0.101	  0.771	  0.570	  0.492	144.915
          4.608	  0.372	  0.135	  0.781	  0.590	  0.490	144.915
          4.616	  0.370	  0.059	  0.756	  0.535	  0.487	144.720
          4.624	  0.370	  0.030	  0.776	  0.550	  0.484	144.524
          4.632	  0.369	 -0.030	  0.781	  0.500	  0.480	143.938
          4.640	  0.368	 -0.020	  0.781	  0.515	  0.476	143.155
          4.648	  0.367	 -0.155	  0.739	  0.410	  0.473	142.177
          4.656	  0.367	 -0.180	  0.729	  0.385	  0.471	141.004
          4.664	  0.367	 -0.145	  0.749	  0.430	  0.470	139.831
          4.672	  0.368	 -0.106	  0.761	  0.450	  0.469	138.853
          4.680	  0.368	 -0.135	  0.734	  0.395	  0.469	137.679
          4.688	  0.369	 -0.160	  0.771	  0.360	  0.469	136.702
          4.696	  0.370	 -0.170	  0.761	  0.395	  0.470	135.724
          4.704	  0.372	 -0.064	  0.980	  0.470	  0.471	134.746
          4.712	  0.375	  0.224	  0.520	  0.600	  0.472	133.964
          4.720	  0.381	  0.714	 -0.180	  0.735	  0.473	133.181
          4.728	  0.386	  0.874	 -0.409	  0.660	  0.475	132.203
          4.736	  0.395	  0.204	  0.106	  0.500	  0.478	131.226
          4.744	  0.403	 -0.069	  0.586	  0.400	  0.481	130.248
          4.752	  0.413	 -0.175	  0.776	  0.350	  0.485	129.466
          4.760	  0.422	 -0.165	  0.835	  0.395	  0.489	128.488
          4.768	  0.432	 -0.239	  0.855	  0.365	  0.493	127.510
          4.776	  0.443	 -0.209	  0.869	  0.400	  0.497	126.532
          4.784	  0.452	 -0.229	  0.865	  0.380	  0.501	125.554
          4.792	  0.460	 -0.140	  0.899	  0.455	  0.505	124.576
          4.800	  0.467	 -0.126	  0.889	  0.485	  0.508	123.599
          4.808	  0.475	 -0.074	  0.904	  0.500	  0.511	122.621
          4.816	  0.479	 -0.091	  0.894	  0.480	  0.514	121.838
          4.824	  0.484	 -0.049	  0.889	  0.490	  0.517	120.861
          4.832	  0.487	 -0.069	  0.914	  0.460	  0.520	119.883
          4.840	  0.491	 -0.074	  0.899	  0.495	  0.523	118.905
          4.848	  0.493	 -0.049	  0.931	  0.515	  0.526	117.927
          4.856	  0.495	  0.015	  0.980	  0.585	  0.528	116.949
          4.864	  0.496	  0.025	  1.000	  0.570	  0.530	115.971
          4.872	  0.498	  0.059	  1.015	  0.595	  0.532	114.994
          4.880	  0.497	  0.025	  0.985	  0.550	  0.532	114.016
          4.888	  0.496	 -0.020	  0.980	  0.515	  0.531	113.038
          4.896	  0.494	 -0.054	  0.961	  0.520	  0.530	112.256
          4.904	  0.491	 -0.020	  0.980	  0.490	  0.528	111.473
          4.912	  0.487	  0.000	  0.966	  0.540	  0.526	110.887
          4.920	  0.483	 -0.015	  0.985	  0.530	  0.524	110.691
          4.928	  0.477	  0.069	  1.015	  0.585	  0.522	111.278
          4.936	  0.471	  0.054	  0.946	  0.570	  0.521	113.038
          4.944	  0.466	  0.015	  0.919	  0.575	  0.520	115.385
          4.952	  0.461	 -0.025	  0.884	  0.500	  0.519	118.318
          4.960	  0.457	 -0.015	  0.855	  0.540	  0.518	121.252
          4.968	  0.453	 -0.069	  0.820	  0.490	  0.515	123.990
          4.976	  0.448	 -0.054	  0.830	  0.465	  0.511	126.336
          4.984	  0.443	 -0.084	  0.835	  0.420	  0.507	128.292
          4.992	  0.438	  0.020	  0.869	  0.520	  0.504	129.857
          5.000	  0.433	 -0.020	  0.855	  0.485	  0.501	131.226
          5.008	  0.429	 -0.030	  0.874	  0.470	  0.499	132.399
          5.016	  0.425	 -0.091	  0.830	  0.440	  0.498	133.572
          5.024	  0.421	 -0.049	  0.865	  0.490	  0.497	134.550
          5.032	  0.417	 -0.069	  0.835	  0.450	  0.495	135.528
          5.040	  0.415	 -0.059	  0.850	  0.425	  0.493	136.310
          5.048	  0.413	 -0.084	  0.820	  0.430	  0.491	137.093
          5.056	  0.413	  0.000	  0.884	  0.490	  0.488	137.679
          5.064	  0.413	  0.010	  0.909	  0.455	  0.484	138.266
          5.072	  0.413	 -0.015	  0.936	  0.440	  0.480	139.048
          5.080	  0.415	  0.020	  0.926	  0.500	  0.477	139.439
          5.088	  0.417	  0.000	  0.889	  0.520	  0.475	140.026
          5.096	  0.420	  0.049	  0.860	  0.475	  0.474	140.417
          5.104	  0.423	  0.086	  0.865	  0.505	  0.473	140.808
          5.112	  0.426	  0.101	  0.825	  0.515	  0.472	141.004
          5.120	  0.430	  0.025	  0.796	  0.430	  0.469	141.004
          5.128	  0.433	 -0.010	  0.810	  0.415	  0.466	141.004
          5.136	  0.436	 -0.064	  0.830	  0.380	  0.462	140.613
          5.144	  0.440	 -0.030	  0.855	  0.460	  0.458	139.831
          5.152	  0.443	 -0.044	  0.850	  0.470	  0.455	138.853
          5.160	  0.446	 -0.049	  0.855	  0.435	  0.452	137.679
          5.168	  0.449	 -0.069	  0.850	  0.430	  0.450	136.115
          5.176	  0.452	 -0.034	  0.860	  0.480	  0.447	134.550
          5.184	  0.456	 -0.025	  0.855	  0.470	  0.446	132.986
          5.192	  0.458	 -0.005	  0.860	  0.490	  0.447	131.226
          5.200	  0.462	 -0.039	  0.835	  0.455	  0.448	129.661
          5.208	  0.466	 -0.015	  0.970	  0.505	  0.449	128.097
          5.216	  0.470	  0.140	  1.049	  0.570	  0.451	126.728
          5.224	  0.473	  0.505	  0.601	  0.760	  0.454	125.359
          5.232	  0.475	  0.899	 -0.079	  0.805	  0.457	123.990
          5.240	  0.477	  0.591	 -0.204	  0.580	  0.462	123.012
          5.248	  0.477	  0.091	  0.369	  0.389	  0.466	122.034
          5.256	  0.477	 -0.064	  0.761	  0.380	  0.470	121.252
          5.264	  0.476	 -0.096	  0.869	  0.420	  0.474	120.469
          5.272	  0.474	 -0.030	  0.961	  0.465	  0.479	119.687
          5.280	  0.472	 -0.010	  0.990	  0.485	  0.485	118.905
          5.288	  0.469	  0.010	  0.995	  0.525	  0.490	118.318
          5.296	  0.465	  0.020	  0.966	  0.545	  0.495	117.536
          5.304	  0.462	  0.030	  0.990	  0.565	  0.500	116.754
          5.312	  0.457	  0.015	  1.000	  0.570	  0.506	115.776
          5.320	  0.453	 -0.005	  0.961	  0.545	  0.510	114.798
          5.328	  0.449	  0.020	  0.995	  0.495	  0.513	113.820
          5.336	  0.444	 -0.015	  0.951	  0.545	  0.515	112.647
          5.344	  0.440	  0.074	  0.980	  0.605	  0.517	111.669
          5.352	  0.435	  0.025	  0.975	  0.555	  0.518	110.496
          5.360	  0.430	  0.039	  0.990	  0.515	  0.518	109.713
          5.368	  0.424	  0.025	  1.000	  0.480	  0.519	108.735
          5.376	  0.417	  0.064	  1.020	  0.550	  0.521	108.149
          5.384	  0.411	  0.044	  0.966	  0.580	  0.523	107.366
          5.392	  0.404	  0.054	  0.985	  0.611	  0.524	106.780
          5.400	  0.397	  0.049	  0.975	  0.600	  0.525	106.193
          5.408	  0.390	  0.190	  1.084	  0.685	  0.525	105.606
          5.416	  0.383	  0.180	  1.059	  0.695	  0.525	105.020
          5.424	  0.377	  0.190	  1.039	  0.701	  0.525	104.433
          5.432	  0.370	  0.160	  1.010	  0.675	  0.524	104.237
          5.440	  0.366	  0.145	  0.995	  0.635	  0.522	104.824
          5.448	  0.360	  0.121	  0.970	  0.625	  0.520	106.193
          5.456	  0.356	  0.165	  0.990	  0.680	  0.518	108.540
          5.464	  0.352	  0.131	  0.951	  0.645	  0.516	111.473
          5.472	  0.348	  0.096	  0.956	  0.600	  0.513	114.798
          5.480	  0.345	  0.069	  0.919	  0.615	  0.511	117.731
          5.488	  0.341	  0.111	  0.931	  0.570	  0.509	120.274
          5.496	  0.337	  0.135	  0.909	  0.640	  0.507	122.425
          5.504	  0.333	  0.101	  0.919	  0.650	  0.504	124.185
          5.512	  0.329	  0.086	  0.889	  0.625	  0.502	125.750
          5.520	  0.325	  0.140	  0.931	  0.670	  0.501	127.119
          5.528	  0.320	  0.160	  0.951	  0.685	  0.500	128.097
          5.536	  0.314	  0.135	  0.926	  0.640	  0.500	129.270
          5.544	  0.309	  0.145	  0.926	  0.665	  0.500	130.052
          5.552	  0.305	  0.096	  0.941	  0.611	  0.500	131.030
          5.560	  0.300	  0.101	  0.956	  0.625	  0.500	131.812
          5.568	  0.297	  0.059	  0.914	  0.656	  0.497	132.595
          5.576	  0.294	  0.116	  0.946	  0.611	  0.494	133.377
          5.584	  0.292	  0.044	  0.919	  0.540	  0.490	134.159
          5.592	  0.290	  0.049	  0.894	  0.545	  0.487	134.746
          5.600	  0.289	  0.010	  0.860	  0.525	  0.484	135.333
          5.608	  0.288	  0.116	  0.884	  0.590	  0.480	135.919
